#{"t_start": 1743710600.502121, "env_id": "None"}
78.43997,136,2430.518954
78.080025,132,2431.801127
78.68003,132,2433.453977
219.31958,323,2436.080019
225.2796,327,2438.496759
170.05986,274,2441.046846
223.72957,332,2443.549902
224.42958,332,2449.05338
219.30959,324,2451.438464
114.049965,180,2452.935088
220.52966,322,2455.280992
224.46956,328,2457.919011
111.34997,180,2459.477742
227.0397,331,2462.141156
251.53984,371,2467.886287
109.64999,180,2469.438124
77.78005,132,2470.706768
223.32956,332,2472.925528
249.43968,371,2475.431136
79.28004,132,2476.906223
396.39975,400,2479.514009
223.82956,332,2482.109247
221.32956,332,2487.277955
221.99956,325,2489.46134
220.89963,325,2491.893517
216.2396,321,2494.177731
69.16,124,2495.331751
221.3396,331,2497.863076
168.2399,276,2499.84482
224.12949,332,2505.342362
171.07968,257,2507.085113
224.0996,335,2509.383234
68.890045,121,2510.646103
78.78003,132,2512.44067
77.36001,134,2513.68105
77.249985,135,2515.140671
70.16001,124,2516.579492
222.42958,332,2519.066875
217.22964,322,2524.068141
219.60962,324,2526.812357
76.48002,132,2528.441456
223.02954,332,2530.894123
77.97003,133,2532.470975
221.48962,326,2534.798131
224.22957,332,2537.323513
218.52965,322,2539.479939
224.8296,332,2545.198875
168.91968,263,2547.094495
70.880035,122,2548.256406
171.5697,268,2550.25432
224.62955,332,2552.862598
222.09961,325,2555.217972
225.54955,330,2557.67644
79.18004,132,2558.939545
111.950005,180,2563.799821
71.38003,122,2565.215488
71.29004,121,2566.408972
75.810005,129,2567.548054
78.580025,132,2568.815698
170.23978,271,2570.687875
79.68002,132,2572.216823
224.52963,332,2574.524921
70.880035,122,2575.617813
225.15964,329,2578.209611
224.73964,331,2583.664635
171.06967,268,2585.708773
225.2296,332,2587.945267
109.94999,180,2589.410728
222.67963,327,2591.702184
71.07002,123,2593.183347
221.42969,322,2595.479039
224.39963,325,2598.164491
171.84961,260,2603.442665
246.48967,371,2605.930064
216.82959,322,2608.220751
224.12955,332,2610.513929
247.88972,371,2613.361661
71.960014,124,2614.685869
77.98003,132,2615.860362
222.2897,326,2621.81902
222.12956,332,2624.200373
69.49001,121,2625.406178
112.44999,180,2627.815476
70.19004,121,2629.162104
224.27945,332,2631.821707
221.79956,325,2634.063406
70.29004,121,2635.497649
166.73987,276,2637.670569
221.62967,332,2643.452358
217.02966,322,2645.619109
219.3096,324,2648.070781
218.11957,323,2650.321229
223.72958,332,2652.800394
244.7896,371,2655.342993
77.96998,133,2656.604359
219.79959,325,2662.036322
77.51999,138,2663.28807
218.73961,321,2665.571032
396.99963,400,2668.797542
222.7797,327,2671.079701
225.55954,329,2673.342674
75.880005,132,2674.523866
166.96992,273,2679.515981
248.78978,371,2682.276591
170.46973,268,2684.242315
222.38956,326,2686.489069
224.37944,332,2688.973731
170.4697,268,2690.951749
225.32956,332,2693.691119
71.49005,121,2697.866175
171.16972,268,2699.826819
224.9296,332,2702.298632
79.53999,136,2703.726017
224.92958,332,2706.52355
75.420006,128,2707.828903
170.71968,263,2709.665094
112.41999,183,2711.11402
171.66971,268,2713.270994
222.28958,326,2718.191247
172.36974,258,2720.045345
225.05957,329,2722.5628
221.49957,325,2724.936844
171.3697,268,2727.603919
225.39966,335,2730.144278
224.4096,334,2736.257422
226.32959,332,2738.513708
171.7697,268,2740.41004
78.580025,132,2741.723033
399.44968,400,2744.795402
70.190025,121,2746.084256
227.8496,330,2748.489818
221.73967,321,2750.697796
226.53964,341,2756.368
112.35,180,2757.78104
111.15002,180,2759.286239
111.35,180,2760.83169
252.73961,371,2763.744644
113.65,180,2765.206326
175.06973,268,2767.516802
80.280045,132,2768.820009
222.00964,324,2774.480701
252.48982,371,2776.959665
79.549995,135,2778.185369
173.05972,269,2780.108069
249.58974,371,2782.686685
171.86969,268,2784.917773
112.85001,180,2786.463574
79.78005,132,2787.632315
172.2197,263,2792.084221
220.21962,323,2794.431264
78.07002,133,2795.576767
79.34003,136,2796.744745
169.14992,275,2798.877982
224.08961,336,2801.277941
169.91983,278,2803.555993
223.87967,327,2805.916124
226.16962,338,2811.90458
224.37958,327,2814.22329
112.14999,180,2815.618924
79.26999,133,2816.801205
170.55989,274,2819.056289
72.44,126,2820.331934
221.99965,325,2822.876336
226.37958,337,2825.18776
69.09003,121,2826.376117
226.53955,331,2831.834463
227.52959,332,2834.041108
76.320015,128,2835.15528
225.06964,328,2837.361211
70.18003,122,2838.965826
78.77002,133,2840.126677
77.399994,130,2841.596455
169.6299,277,2843.675892
79.45,135,2845.259797
79.33003,137,2846.480031
78.12999,137,2851.289742
224.01956,333,2853.481791
225.17963,327,2855.688725
78.18004,132,2857.021724
223.62961,332,2860.02626
223.58963,326,2862.440921
219.21967,323,2864.67489
78.78002,132,2865.915468
247.28969,371,2871.87685
170.27966,257,2873.879954
169.86966,268,2875.933892
221.89957,325,2878.332505
223.3296,342,2880.872816
226.32965,332,2883.324929
223.92955,332,2888.40405
225.62946,327,2890.683565
224.47964,327,2893.012946
74.82002,128,2894.422164
171.07965,267,2896.809019
218.93964,321,2899.312099
226.30962,334,2901.710108
69.86002,124,2902.93364
171.76971,268,2907.692351
224.38965,326,2909.973894
70.98004,122,2911.131965
172.5697,268,2913.246503
247.08974,371,2916.166868
71.37002,123,2918.102654
78.229996,137,2919.608894
172.06964,268,2921.662386
79.280045,132,2922.988703
219.23969,321,2929.189035
72.14999,125,2930.526886
169.4599,274,2932.583337
172.66983,268,2934.787615
227.2296,332,2937.013614
75.72002,128,2938.445445
225.8296,332,2940.766227
69.88002,122,2942.112866
77.78,132,2943.392048
74.83003,127,2944.580628
72.770035,123,2948.322951
74.820015,128,2949.7394
173.16968,268,2951.69102
401.34955,400,2954.900581
170.66971,268,2956.906046
113.14999,180,2958.567478
222.42966,322,2960.821333
223.98962,326,2963.192264
220.6297,322,2968.496273
77.18,132,2969.678658
221.40959,324,2971.898691
226.56941,333,2974.433751
171.42993,277,2976.504028
78.670006,133,2977.776393
72.28004,122,2979.420321
78.86,134,2980.666218
221.92961,332,2983.16664
225.04953,330,2988.836626
71.27002,123,2989.983298
170.16974,268,2992.046849
77.980034,132,2993.47416
220.41962,323,2996.02556
397.19946,400,2998.975678
78.360016,134,3000.164613
225.52957,332,3002.353854
168.43993,276,3007.622951
70.88002,122,3008.695613
397.6498,400,3011.440949
70.39003,121,3012.606009
169.93991,276,3015.069558
226.21964,333,3017.427728
167.84995,275,3019.452932
394.39978,400,3024.839957
223.8696,328,3027.163272
70.340004,126,3028.481981
222.47964,327,3030.943604
220.41962,323,3033.172522
169.54987,275,3035.38514
70.79001,121,3036.557575
224.24957,340,3039.337679
222.69962,325,3045.143928
78.76001,134,3046.629289
225.17946,332,3049.057251
219.80966,324,3051.471378
171.96974,268,3053.473611
220.49966,325,3055.776839
169.8697,268,3057.68291
169.51984,278,3062.889148
393.4498,400,3065.636388
166.21985,278,3067.881104
78.75001,135,3069.33754
167.05988,274,3071.426407
74.009995,129,3072.626634
219.00964,324,3075.078409
395.3998,400,3077.777772
222.34958,330,3083.513886
223.42958,332,3085.78192
224.1496,330,3088.130659
70.860016,124,3089.635219
395.14987,400,3092.370605
69.390015,121,3093.515059
170.52972,262,3095.665132
223.82957,332,3101.803681
170.96967,268,3103.744052
216.33966,321,3105.912356
219.41965,323,3108.081104
220.02957,332,3110.81114
77.76998,133,3112.014581
68.59005,121,3113.373602
169.28981,271,3115.348912
221.6295,332,3120.470127
223.06961,328,3122.654296
77.78003,132,3123.864798
169.53992,276,3126.040236
68.98002,122,3127.176728
77.31999,138,3128.382098
78.57,133,3130.004747
222.32954,332,3132.273738
75.77999,132,3133.92805
167.51991,278,3139.210101
74.91,129,3140.526398
110.84997,180,3141.975408
223.32953,332,3144.432169
112.950005,180,3146.167861
221.58954,326,3148.318042
77.48002,132,3149.541312
215.5296,322,3151.655272
70.190025,121,3152.914702
169.66968,268,3155.191126
72.380035,122,3159.636052
220.12964,322,3161.854482
68.790016,121,3162.971015
222.84953,330,3165.563197
218.8096,324,3167.814247
78.18003,132,3169.071181
218.53963,321,3171.513775
220.78955,326,3173.83935
222.44955,330,3179.372722
224.46964,328,3181.64132
77.000015,130,3182.825344
69.59004,121,3184.121338
77.28002,132,3185.652974
73.64003,126,3186.800519
221.82957,332,3189.589456
80.170044,133,3190.772467
73.740005,126,3191.957542
78.78003,132,3193.146628
77.359985,134,3194.492668
77.560005,134,3198.893169
225.31961,333,3201.121477
78.28001,132,3202.282166
223.18967,326,3204.70874
72.07002,123,3206.116507
169.41994,278,3208.676592
165.32986,277,3210.711846
224.55957,329,3212.974889
224.62958,332,3218.616263
395.89975,400,3221.223173
79.28002,132,3222.37535
77.78,132,3223.622429
218.42966,322,3226.445605
221.02951,332,3228.945572
71.780045,122,3230.034006
224.02957,332,3232.225419
220.82967,332,3237.431024
222.47955,327,3239.798604
217.4296,322,3242.089802
168.42987,277,3243.954692
68.79002,121,3245.319875
69.59003,121,3246.44299
218.01956,323,3248.529225
167.32991,277,3250.927623
223.52956,332,3256.412764
69.58002,122,3257.838884
79.380035,132,3259.161741
224.32959,332,3261.427553
219.13953,321,3263.696828
167.86986,273,3265.999883
76.28002,132,3267.162744
170.2997,265,3269.392518
216.02965,322,3275.372562
222.96957,328,3277.712009
78.38002,132,3278.947376
75.3,130,3280.651644
77.98003,132,3282.140954
111.199974,185,3284.142855
225.12956,332,3286.571748
77.08003,132,3287.935949
223.42952,332,3290.226151
168.43994,276,3294.764934
220.85959,329,3297.243165
79.680046,132,3298.420865
170.7697,268,3300.717791
219.99956,325,3303.048336
71.39003,121,3304.385173
78.74999,135,3305.678303
167.81985,278,3307.643107
224.01958,333,3309.998282
77.70002,130,3314.625066
79.280045,132,3315.825738
218.03967,321,3318.040947
78.28003,132,3319.293827
79.27004,133,3320.854938
221.4295,332,3323.163003
73.160034,124,3324.594646
167.11996,278,3326.750998
78.38004,132,3328.066201
110.15996,179,3329.647928
217.92969,322,3335.369639
219.76956,328,3337.850277
67.890015,121,3338.979351
222.62962,332,3341.482425
221.77948,327,3343.75052
77.380035,132,3345.048823
75.61001,129,3346.668289
217.40967,324,3349.102642
221.30956,334,3355.20422
394.4998,400,3357.74438
220.92961,332,3360.108797
215.91959,323,3362.551571
222.42955,332,3364.96936
75.30002,130,3366.196357
166.96996,273,3368.267811
167.64983,275,3373.505068
214.50958,324,3376.066216
77.09003,131,3377.276287
394.9497,400,3379.844972
165.41989,278,3382.035371
73.240036,126,3383.233727
219.47968,327,3385.62543
76.780014,132,3387.114298
165.01991,278,3391.592538
221.42963,332,3394.011686
224.2096,334,3396.42909
394.9998,400,3399.141686
75.88002,132,3400.433866
222.9896,326,3402.858671
394.24966,400,3405.700878
165.11993,278,3410.47274
221.32959,332,3412.826295
166.8299,277,3414.980094
77.64001,136,3416.440648
167.14987,275,3418.445812
79.86001,134,3419.623626
74.92003,128,3421.066369
395.64963,400,3423.775757
71.18004,122,3425.086801
78.07003,133,3428.94826
223.62961,332,3431.434621
76.71003,129,3432.725069
221.72952,332,3435.008937
71.18002,122,3436.416292
168.53984,276,3438.501137
69.58,122,3439.684854
222.72958,332,3442.285488
246.08968,371,3447.536709
217.81955,323,3449.935891
224.93962,341,3452.223593
223.61964,333,3454.485839
169.8299,277,3456.937706
221.62955,332,3459.335129
71.69005,121,3460.645351
169.99963,265,3462.855299
77.90002,130,3467.372281
79.08003,132,3468.535204
78.08001,132,3469.715747
78.800026,130,3471.179174
248.78972,371,3473.899174
401.29965,400,3476.872704
168.14989,275,3478.856272
222.87958,327,3481.356684
221.66953,328,3486.8413
245.98967,371,3489.590072
168.22983,277,3491.851075
171.57968,267,3493.829959
224.8996,335,3496.365394
78.75,135,3497.694823
71.470024,123,3499.206936
78.83002,137,3500.520838
221.70964,324,3505.501923
218.52957,322,3507.838279
75.090004,131,3509.081475
226.12958,332,3511.675828
172.16971,268,3513.747967
79.88003,132,3514.983398
77.180016,132,3516.213786
170.17969,257,3518.110902
111.84998,180,3519.642115
171.86969,268,3525.031783
225.24963,330,3527.222158
71.38003,122,3528.410958
221.91965,323,3530.701838
79.370026,133,3532.367662
169.11992,278,3534.51357
79.56,134,3536.02324
172.76967,268,3538.341401
74.34003,126,3539.573877
113.34998,180,3541.26589
72.18004,122,3546.199907
226.3296,332,3548.882047
113.64999,180,3550.294018
224.83961,341,3552.970534
226.9296,332,3555.510914
171.76976,268,3557.60109
225.22966,342,3559.862559
70.19004,121,3561.021155
221.08954,326,3566.590966
74.43002,127,3567.761796
71.07002,123,3568.977765
170.0299,277,3571.025008
223.99954,335,3573.572258
76.78003,132,3574.976357
74.65003,125,3576.121388
170.97986,272,3578.132446
221.76958,328,3580.435491
169.33966,261,3585.783527
79.97,133,3587.068515
224.29959,325,3589.277649
227.8296,332,3591.940034
80.74002,136,3593.479101
171.21988,278,3596.153311
170.31992,278,3598.282386
171.43988,276,3600.569564
222.67957,327,3605.755775
225.01958,333,3608.166285
170.73993,276,3610.326375
221.61963,323,3612.566631
69.99002,121,3613.739625
170.23987,276,3615.725666
112.25001,180,3617.367918
224.72954,332,3619.678284
171.16966,268,3625.046218
78.29003,131,3626.317912
75.52001,128,3627.561903
223.19958,325,3629.85629
71.58003,122,3631.122285
78.78004,132,3632.670436
70.28004,122,3633.843596
113.049995,180,3635.597539
222.19958,325,3637.879407
173.56967,258,3639.725462
226.26968,328,3644.994648
77.500015,130,3646.344557
398.44974,400,3649.13811
223.39966,325,3651.376898
222.6296,332,3653.830198
225.03967,331,3656.212239
169.92995,277,3658.5048
75.22002,128,3662.516836
170.86969,268,3664.341825
222.62955,332,3666.924786
225.8496,330,3669.39576
248.58983,371,3672.183477
220.82956,322,3674.430372
80.860016,134,3675.670049
225.23964,331,3681.37877
78.89003,131,3682.563533
79.58003,132,3683.796736
73.75004,125,3684.952215
224.89963,335,3687.562109
79.180046,132,3688.968137
225.56958,328,3691.706617
71.68005,122,3692.815795
220.42969,322,3695.166383
79.07001,133,3696.397843
171.64977,270,3701.903915
77.780014,132,3703.206405
77.78002,132,3704.507793
225.12958,332,3706.825736
227.9794,332,3709.221326
224.68958,326,3711.748822
219.61966,323,3713.911928
171.4097,274,3716.051921
225.1396,331,3722.713447
173.5797,267,3724.662218
172.45969,259,3726.663697
172.0697,268,3729.313637
75.72003,128,3730.642061
80.14998,135,3732.031876
79.970024,133,3733.340297
219.23962,321,3735.502177
248.88972,371,3741.106475
226.9296,332,3743.302133
78.78002,132,3744.544063
169.81985,278,3746.583224
225.4696,328,3749.242166
75.920044,128,3750.481174
78.38002,132,3751.682082
226.25955,329,3753.796675
218.03961,321,3759.220375
71.55,125,3760.466316
226.73962,341,3762.846086
71.87002,123,3764.039783
248.28973,371,3766.472678
224.52951,332,3769.052413
227.57938,332,3771.889782
226.22957,332,3774.520154
221.11963,323,3779.632476
69.68002,122,3780.869942
169.31995,278,3783.065492
223.00961,324,3785.282974
173.66988,278,3787.497623
79.28002,132,3789.050974
170.55989,274,3791.253805
72.18002,122,3792.6966
69.59003,121,3793.924739
219.82962,322,3798.522247
225.42964,332,3800.826478
219.31961,323,3803.07272
171.06975,268,3805.420169
112.449974,180,3807.023002
111.65,180,3810.019078
111.05001,180,3813.60528
224.0296,342,3818.657592
171.77968,257,3825.2836
222.29965,325,3828.544033
72.76003,124,3829.872099
217.01965,323,3832.1112
112.049995,180,3833.93277
79.57,133,3835.121828
165.84987,275,3837.05595
223.9296,332,3839.68614
218.0296,322,3844.587797
77.06999,133,3845.91536
171.19975,265,3847.93819
222.57956,327,3850.514109
222.72963,332,3853.183326
223.8296,332,3855.878156
69.79002,121,3857.062049
171.18976,276,3859.314614
74.219986,128,3863.497733
216.82964,322,3865.748699
172.4797,267,3867.716482
221.87955,327,3870.680007
218.03961,321,3873.097894
246.88976,371,3875.707711
68.49002,121,3876.809157
169.54971,260,3879.012414
168.23988,276,3884.474406
215.52954,322,3887.043518
220.90958,324,3889.385014
69.19002,121,3890.617652
393.69965,400,3893.412472
223.10959,334,3895.904141
222.85959,329,3901.94421
71.37002,123,3903.323508
221.75955,329,3905.57517
219.66959,328,3907.815779
223.32964,332,3910.244675
168.74985,275,3912.219029
222.72955,332,3914.899008
223.32956,332,3926.239699
393.58966,401,3929.996192
71.97005,123,3931.268859
168.26991,273,3933.551239
223.12958,332,3936.361485
112.049995,180,3937.8393
78.780014,132,3939.129916
71.37003,123,3940.356469
167.75989,274,3942.442496
111.04998,180,3944.208247
225.35956,329,3949.51644
78.650024,135,3950.812793
222.22949,332,3953.160779
170.26971,268,3955.31307
165.2398,276,3957.366621
70.09003,121,3958.492481
77.139984,136,3960.015179
219.61955,323,3962.244383
223.82957,332,3968.42982
171.76971,268,3970.33318
225.53949,331,3972.845444
168.31995,278,3975.26101
71.390045,121,3976.540035
220.1196,323,3978.936815
79.18004,132,3980.3568
77.68002,132,3981.609119
225.32962,332,3988.248808
223.00967,324,3990.829354
226.9296,332,3993.373238
397.1997,400,3996.591273
225.01962,333,3999.282266
224.01959,333,4001.823656
224.22955,332,4008.49069
395.89963,400,4011.255051
220.8096,324,4013.695303
247.98973,371,4016.739093
169.75986,274,4018.842625
223.66956,328,4021.742486
395.24985,400,4027.821102
71.57002,123,4029.030845
223.99957,335,4031.887954
70.880035,122,4033.24701
222.17953,327,4035.878832
79.080025,132,4037.186527
171.3698,268,4039.27071
226.42958,332,4041.817913
392.18967,401,4047.762112
222.18958,326,4050.364214
220.21954,323,4052.937878
173.37967,257,4055.203744
78.78004,132,4056.531438
72.580025,122,4057.804673
226.77937,332,4060.468988
72.160034,124,4061.816582
114.14997,180,4063.777371
224.62955,332,4069.1939
223.52954,332,4071.6137
79.57002,133,4072.854083
77.28,132,4074.109413
78.780014,132,4075.826822
221.80954,324,4078.476365
243.98962,371,4080.914231
70.49002,121,4082.632972
224.0496,330,4089.14569
168.43985,276,4091.217788
224.92958,332,4093.529845
222.70961,324,4096.121733
219.62964,322,4098.480667
78.88002,132,4100.002116
172.5697,268,4102.135118
224.9896,336,4104.381895
74.74005,126,4109.0609
73.08005,122,4110.321917
78.48002,132,4111.568198
173.46968,268,4113.604031
80.65002,135,4115.06328
72.07003,123,4116.444322
225.9295,332,4118.801144
221.42963,322,4121.482074
221.72964,322,4123.674902
226.7196,333,4129.19874
171.16971,268,4131.322671
225.9796,337,4133.67287
71.280045,122,4135.071658
79.48003,132,4136.512206
74.05003,125,4137.804211
171.56966,268,4139.808851
227.27934,332,4142.586414
172.8697,268,4144.890096
222.94955,330,4151.867913
395.54977,400,4155.019516
247.48972,371,4159.072559
168.35986,274,4163.80022
222.09958,325,4169.518739
222.98964,326,4174.74295
223.42952,332,4197.301383
215.1196,323,4201.542133
168.62997,277,4204.11715
169.83986,276,4207.210282
218.5296,322,4210.444816
246.78963,371,4214.847588
77.78,132,4216.5576
170.7697,268,4224.119786
222.52953,332,4226.656722
224.22952,332,4229.044427
398.2495,400,4232.006895
225.03952,331,4234.609153
243.88951,371,4238.689114
112.65,180,4251.149939
170.26974,268,4254.034431
218.62967,322,4257.4305
173.63965,261,4259.934548
244.28958,371,4262.930362
70.19002,121,4264.27532
168.88988,271,4266.78954
174.86966,258,4269.071675
224.2396,331,4275.135828
70.88001,122,4276.294212
218.8396,321,4278.546213
250.43959,371,4281.133953
222.30957,324,4283.444065
113.049995,180,4284.893179
74.830025,127,4286.17455
74.05002,125,4287.585188
76.89002,131,4288.970775
72.48004,122,4290.14183
79.180016,132,4294.794158
224.7796,327,4296.943312
225.64954,340,4299.167763
225.22954,332,4301.655895
111.73997,181,4303.208692
226.32959,332,4305.593541
77.81002,129,4307.122966
226.02957,332,4312.384977
78.369995,133,4313.654208
171.65964,259,4315.582956
76.92002,128,4317.031309
223.92963,332,4319.447634
74.84003,126,4320.589694
172.96976,268,4323.03139
78.880035,132,4324.28536
248.28967,371,4326.935795
222.35956,329,4332.035693
392.99963,400,4334.958409
78.17,133,4336.312893
247.58961,371,4339.180467
166.85992,274,4341.151174
220.48961,326,4343.69104
71.29005,121,4344.795078
218.83963,321,4347.019995
223.22952,332,4352.106243
220.22954,332,4354.332833
217.21964,323,4356.703651
73.84004,126,4358.060798
393.94977,400,4360.74109
76.680016,132,4362.156828
222.12946,332,4364.469924
167.72986,277,4369.422689
219.63962,321,4371.898593
225.89958,335,4374.307123
223.8895,336,4376.628527
246.48967,371,4379.583135
170.56976,268,4381.775982
219.60953,324,4386.639014
223.8696,328,4388.961413
71.28003,122,4390.129086
171.0597,269,4392.273977
221.08942,321,4394.685715
224.17957,327,4397.383606
222.49957,325,4399.999813
220.9096,324,4405.121549
171.76968,268,4407.337007
397.1395,401,4410.126941
69.890015,121,4411.288737
396.0997,400,4414.037027
222.32957,332,4416.49129
224.42957,332,4419.267471
171.56973,268,4424.922709
220.10959,324,4427.242814
224.10962,324,4429.412774
218.32965,322,4431.972909
226.72955,332,4434.468009
223.4096,324,4437.015458
226.05945,329,4442.758922
227.4596,329,4445.050325
80.87001,133,4446.210831
249.18974,371,4449.146183
227.92955,332,4451.617858
225.12949,332,4453.905116
224.89963,325,4456.067947
173.1697,268,4462.521563
171.11992,278,4464.567086
173.4697,268,4466.584423
224.60962,324,4469.100816
250.88972,371,4471.462724
71.880035,122,4472.959913
250.53954,371,4475.451246
220.42966,322,4482.355017
225.07956,327,4484.704901
225.32954,332,4487.380263
222.30963,324,4490.197861
173.4297,262,4492.530167
226.79964,335,4495.240505
224.09964,325,4498.21716
171.5399,276,4504.809851
173.06976,268,4506.924834
224.22955,332,4509.339718
73.55002,125,4510.61691
221.91959,323,4513.626128
219.3396,321,4516.416138
170.75992,274,4518.628277
75.34003,126,4519.900041
173.2697,268,4525.086153
79.87001,133,4526.340693
174.76968,268,4528.319861
174.06969,268,4530.254442
174.41953,268,4532.277851
175.26973,268,4534.873311
222.12961,322,4537.505014
76.030014,127,4538.846498
173.98969,266,4544.248465
396.64975,400,4547.062674
224.93962,331,4549.822598
401.74963,400,4552.761387
225.42961,332,4555.500879
172.2297,272,4557.770092
78.98002,132,4559.494039
221.22968,322,4565.035718
224.02954,332,4567.315812
226.21951,333,4569.900697
222.32959,322,4572.083377
78.11004,129,4573.477365
173.96965,268,4575.44322
173.36964,258,4577.331094
226.72958,332,4583.071967
175.17966,257,4585.007731
227.12956,332,4587.470419
225.97961,327,4590.28108
225.46957,328,4592.478235
218.22958,322,4595.037554
171.36969,268,4596.947366
79.97003,133,4600.806471
224.3696,338,4603.724373
399.84946,400,4606.908027
226.1296,332,4609.418454
77.80002,130,4610.691819
174.26973,268,4612.860398
226.2295,332,4615.714931
71.290016,121,4616.97489
219.13965,321,4622.598287
174.06972,268,4624.946295
174.66971,268,4627.046444
72.28003,122,4628.481453
220.73953,321,4630.755702
79.280014,132,4631.925263
173.13971,271,4634.161082
226.42955,332,4636.560684
70.780045,122,4640.878699
112.84998,180,4642.607241
80.07,133,4643.954912
74.34004,126,4645.17113
75.04,126,4646.329847
173.36969,268,4648.371255
226.45963,339,4650.870869
113.449974,180,4652.285258
227.77942,332,4655.037712
225.97955,327,4660.294915
226.7296,332,4662.940268
222.27957,327,4665.690919
225.12949,332,4668.260207
222.62952,332,4670.900347
78.780014,132,4672.225117
74.03999,126,4673.582951
226.84956,330,4676.235931
72.09004,121,4680.074362
394.6997,400,4683.302727
221.68967,326,4685.841936
245.78963,371,4688.391343
222.58954,326,4691.127944
173.1698,268,4693.651328
69.59005,121,4694.805257
217.51953,323,4700.456283
244.68956,371,4702.939169
224.71957,333,4705.245945
221.01959,333,4707.6717
394.38965,401,4710.734294
224.15952,329,4713.003421
74.84002,126,4714.630908
223.73958,331,4719.911957
244.28969,371,4722.621366
166.0199,278,4725.033164
219.01956,323,4727.398782
220.32957,332,4730.110715
172.46965,258,4732.255929
219.60962,324,4738.787955
223.42957,332,4741.308561
217.50952,324,4743.825481
165.52986,277,4746.309106
391.48993,401,4749.343751
392.8997,400,4752.056168
73.80998,129,4753.218496
391.6998,400,4759.885201
390.99973,400,4762.635243
392.1498,400,4765.716311
164.58987,271,4767.800028
219.02948,332,4770.873993
70.08001,122,4772.130344
69.69005,121,4773.315362
213.93954,321,4780.183433
239.38956,371,4783.108163
71.47005,123,4784.795884
164.91978,278,4786.929123
215.23962,321,4789.694655
218.22961,332,4792.795264
244.38979,371,4795.824648
219.22955,332,4800.99692
388.89972,400,4803.623026
69.58002,122,4804.861159
165.6699,273,4806.809161
69.83998,126,4807.963049
217.02946,332,4810.765478
164.9398,276,4812.968312
